name,compound_id,charge,pk_d,n_h,n_mg,reference
6-hydroxycyclohex-1-ene-carboxyl-CoA,metanetx.chemical:MNXM2792,1,-3.68274070363029,45,1,Du 2018
6-hydroxycyclohex-1-ene-carboxyl-CoA,metanetx.chemical:MNXM2792,0,-2.43246239514284,44,1,Du 2018
6-hydroxycyclohex-1-ene-carboxyl-CoA,metanetx.chemical:MNXM2792,-1,-0.799045211604527,43,1,Du 2018
6-hydroxycyclohex-1-ene-carboxyl-CoA,metanetx.chemical:MNXM2792,-2,-0.200617721078061,42,1,Du 2018
6-hydroxycyclohex-1-ene-carboxyl-CoA,metanetx.chemical:MNXM2792,-3,2.30714812804699,41,1,Du 2018
6-hydroxycyclohex-1-ene-carboxyl-CoA,metanetx.chemical:MNXM2792,-4,3.33924332300011,40,1,Du 2018
6-hydroxycyclohex-1-ene-carboxyl-CoA,metanetx.chemical:MNXM2792,-5,4.51390302931838,,1,Du 2018
6-phospho-2-dehydro-3-deoxy-D-gluconate,metanetx.chemical:MNXM649,-1,-0.756581077667251,10,1,Du 2018
6-phospho-2-dehydro-3-deoxy-D-gluconate,metanetx.chemical:MNXM649,-2,1.08479832696537,9,1,Du 2018
6-phospho-2-dehydro-3-deoxy-D-gluconate,metanetx.chemical:MNXM649,-3,3.45534242123804,8,1,Du 2018
6-phospho-D-gluconate,metanetx.chemical:MNXM325,-1,-1.06364222545108,12,1,Du 2018
6-phospho-D-gluconate,metanetx.chemical:MNXM325,-2,0.828340492082149,11,1,Du 2018
6-phospho-D-gluconate,metanetx.chemical:MNXM325,-3,3.27291109084766,10,1,Du 2018
6-phospho-D-gluconate,metanetx.chemical:MNXM325,-4,4.56245765878917,9,1,Du 2018
7-aminocephalosporanic acid,metanetx.chemical:MNXM4186,0,-0.685290393597686,12,1,Du 2018
7-aminocephalosporanic acid,metanetx.chemical:MNXM4186,-1,0.780951078458817,11,1,Du 2018
7-aminodeacetoxycephalosporanic acid,metanetx.chemical:MNXM102208,0,-0.617522732276879,10,1,Du 2018
7-aminodeacetoxycephalosporanic acid,metanetx.chemical:MNXM102208,-1,0.766567993305993,9,1,Du 2018
8-[(aminomethyl)sulfanyl]-6-sulfanyloctanoic acid,metanetx.chemical:MNXM39260,0,-3.0035198839156,19,1,Du 2018
8-[(aminomethyl)sulfanyl]-6-sulfanyloctanoic acid,metanetx.chemical:MNXM39260,-1,-1.56522465360344,18,1,Du 2018
8-[(aminomethyl)sulfanyl]-6-sulfanyloctanoic acid,metanetx.chemical:MNXM39260,-2,-0.638395688467737,17,1,Du 2018
"9-cis,11-trans-octadecadienoate",metanetx.chemical:MNXM3889,-1,0.279909052149527,31,1,Du 2018
"9-cis,12-cis-octadecadienoate",metanetx.chemical:MNXM293,-1,-0.282810008810805,31,1,Du 2018
ABA (a-aminobutyric acid),metanetx.chemical:MNXM12049,0,-0.628500528206888,9,1,Du 2018
ABA (a-aminobutyric acid),metanetx.chemical:MNXM12049,-1,0.676292710949373,8,1,Du 2018
acetoacetate,metanetx.chemical:MNXM154,-1,0.2993566576809,5,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,1,-2.09577511867303,41,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,1,-2.45204117067593,41,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,0,-0.736790044392707,40,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,0,-1.09360246702049,40,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-1,0.045660712326768,39,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-1,0.408906718349051,39,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-2,1.79206473403468,38,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-2,2.66870939715775,38,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-3,3.60073948506796,37,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-3,4.25368097177285,37,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-4,4.50928673969748,36,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-4,4.89112454634731,36,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-5,6.36112951066027,,1,Du 2018
acetoacetyl-CoA,metanetx.chemical:MNXM133,-5,6.10214573607705,,1,Du 2018
acetyl-CoA,metanetx.chemical:MNXM21,1,-2.7512421491462,39,1,Du 2018
acetyl-CoA,metanetx.chemical:MNXM21,0,-1.39910681807635,38,1,Du 2018
acetyl-CoA,metanetx.chemical:MNXM21,-1,-0.307200282399229,37,1,Du 2018
acetyl-CoA,metanetx.chemical:MNXM21,-2,1.41067874789038,36,1,Du 2018
acetyl-CoA,metanetx.chemical:MNXM21,-3,3.69301192674516,35,1,Du 2018
acetyl-CoA,metanetx.chemical:MNXM21,-4,4.6353858624565,34,1,Du 2018
acetyl-CoA,metanetx.chemical:MNXM21,-5,5.79433067863803,,1,Du 2018
"adenosine 3',5'-biphosphate",metanetx.chemical:MNXM45,0,-1.21557865098656,15,1,Du 2018
"adenosine 3',5'-biphosphate",metanetx.chemical:MNXM45,-1,-0.572216069819772,14,1,Du 2018
"adenosine 3',5'-biphosphate",metanetx.chemical:MNXM45,-2,0.747837720354768,13,1,Du 2018
"adenosine 3',5'-biphosphate",metanetx.chemical:MNXM45,-3,3.12884417847959,12,1,Du 2018
"adenosine 3',5'-biphosphate",metanetx.chemical:MNXM45,-4,5.97668038032353,11,1,Du 2018
"adenosine 3',5'-biphosphate",metanetx.chemical:MNXM45,-5,7.45157815227295,10,1,Du 2018
adenosine 3'-monophosphate,metanetx.chemical:MNXM1985,0,-0.736162487176049,14,1,Du 2018
adenosine 3'-monophosphate,metanetx.chemical:MNXM1985,-1,0.376839674690915,13,1,Du 2018
adenosine 3'-monophosphate,metanetx.chemical:MNXM1985,-3,3.85187324225259,11,1,Du 2018
"adenosine 5'-(,-methylene)diphosphate",metanetx.chemical:MNXM40279,-3,4.1297317682822,14,1,Du 2018
"adenosine 5'-(,-methylene)diphosphate",metanetx.chemical:MNXM40279,-4,5.17992075072193,13,1,Du 2018
adenosine 5'-tetraphosphate,metanetx.chemical:MNXM1906,0,-0.167329848619091,17,1,Du 2018
adenosine 5'-tetraphosphate,metanetx.chemical:MNXM1906,-1,1.85005876321864,16,1,Du 2018
adenosine 5'-tetraphosphate,metanetx.chemical:MNXM1906,-2,3.19158893288121,15,1,Du 2018
adenosine 5'-tetraphosphate,metanetx.chemical:MNXM1906,-3,4.21336380093817,14,1,Du 2018
adenylosuccinate,metanetx.chemical:MNXM565,-1,0.25451014142979,17,1,Du 2018
adenylosuccinate,metanetx.chemical:MNXM565,-2,1.98632646581423,16,1,Du 2018
adenylosuccinate,metanetx.chemical:MNXM565,-3,3.71890788052699,15,1,Du 2018
adenylosuccinate,metanetx.chemical:MNXM565,-4,6.08240180785388,14,1,Du 2018
adenylosuccinate,metanetx.chemical:MNXM565,-5,7.17404717545416,13,1,Du 2018
ADP,metanetx.chemical:MNXM7,-1,0.183806862817498,14,1,Du 2018
ADPglucose,metanetx.chemical:MNXM561,-2,1.09210659069896,23,1,Du 2018
ADPglucose,metanetx.chemical:MNXM561,-3,2.26149523939461,22,1,Du 2018
ADPglucose,metanetx.chemical:MNXM561,-4,3.40279397782278,21,1,Du 2018
ADPribose,metanetx.chemical:MNXM15746,-2,1.43201029113166,21,1,Du 2018
ADPribose,metanetx.chemical:MNXM15746,-3,2.38535148161084,20,1,Du 2018
ADPribose,metanetx.chemical:MNXM15746,-4,3.49564633575356,19,1,Du 2018
allantoate,metanetx.chemical:MNXM584,-2,2.41525434028574,6,1,Du 2018
allantoate,metanetx.chemical:MNXM584,-1,0.656672591338547,7,1,Du 2018
alpha-D-Glucose 6-phosphate,metanetx.chemical:MNXM215,-1,-0.693310158899906,12,1,Du 2018
alpha-D-Glucose 6-phosphate,metanetx.chemical:MNXM215,-2,1.59778529904417,11,1,Du 2018
alpha-D-Glucose 6-phosphate,metanetx.chemical:MNXM215,-3,2.80988496705765,10,1,Du 2018
alpha-D-Glucose 6-phosphate,metanetx.chemical:MNXM215,-4,3.82351536297874,9,1,Du 2018
Aminoimidazole ribotide,metanetx.chemical:MNXM90683,0,-1.24438657080027,14,1,Du 2018
Aminoimidazole ribotide,metanetx.chemical:MNXM90683,-1,0.996655291305304,13,1,Du 2018
Aminoimidazole ribotide,metanetx.chemical:MNXM90683,-2,2.23326799408412,12,1,Du 2018
Aminoimidazole ribotide,metanetx.chemical:MNXM90683,-3,3.25342663451156,11,1,Du 2018
amoxicillin,metanetx.chemical:MNXM152240,0,-1.59615406532703,19,1,Du 2018
amoxicillin,metanetx.chemical:MNXM152240,-3,2.02980584065478,,1,Du 2018
amoxicillin,metanetx.chemical:MNXM152240,-1,-0.249931217453401,18,1,Du 2018
AMP,metanetx.chemical:MNXM14,0,-1.1601439049045,14,1,Du 2018
AMP,metanetx.chemical:MNXM14,-3,3.49021041183173,11,1,Du 2018
ampicillin,metanetx.chemical:MNXM94431,0,-1.54700908095875,19,1,Du 2018
ampicillin,metanetx.chemical:MNXM94431,-2,0.955716975837622,,1,Du 2018
arachidonic acid,metanetx.chemical:MNXM135,-1,-0.507668518671173,31,1,Du 2018
ATP,metanetx.chemical:MNXM3,0,0.031630249908047,16,1,Du 2018
ATP-g--S,metanetx.chemical:MNXM40277,0,-0.886747690245834,16,1,Du 2018
ATP-g--S,metanetx.chemical:MNXM40277,-1,0.60498373467489,15,1,Du 2018
ATP-g--S,metanetx.chemical:MNXM40277,-2,1.36627476229259,14,1,Du 2018
ATP-g--S,metanetx.chemical:MNXM40277,-3,2.61780648255806,13,1,Du 2018
ATP-g--S,metanetx.chemical:MNXM40277,-4,3.72430034342648,12,1,Du 2018
ATP-g--S,metanetx.chemical:MNXM40277,-5,5.02901107939847,11,1,Du 2018
benzyloxycarbonylglycine,metanetx.chemical:MNXM4725,-1,0.418325996584817,10,1,Du 2018
beta-alanine,metanetx.chemical:MNXM144,0,-0.945780690541982,7,1,Du 2018
beta-D-Glucose 6-phosphate,metanetx.chemical:MNXM508,-1,-0.81288782259809,12,1,Du 2018
beta-D-Glucose 6-phosphate,metanetx.chemical:MNXM508,-2,1.39431666763889,11,1,Du 2018
beta-D-Glucose 6-phosphate,metanetx.chemical:MNXM508,-3,2.49326689608986,10,1,Du 2018
beta-D-Glucose 6-phosphate,metanetx.chemical:MNXM508,-4,3.83128142382054,9,1,Du 2018
betaine,metanetx.chemical:MNXM289,0,-0.656618150718143,11,1,Du 2018
butyryl-CoA,metanetx.chemical:MNXM233,1,-2.81106690251744,43,1,Du 2018
butyryl-CoA,metanetx.chemical:MNXM233,0,-1.45201982982693,42,1,Du 2018
butyryl-CoA,metanetx.chemical:MNXM233,-1,0.030632693577415,41,1,Du 2018
butyryl-CoA,metanetx.chemical:MNXM233,-2,1.43132278501172,40,1,Du 2018
butyryl-CoA,metanetx.chemical:MNXM233,-3,3.67822665938494,39,1,Du 2018
butyryl-CoA,metanetx.chemical:MNXM233,-4,4.58471794881755,38,1,Du 2018
butyryl-CoA,metanetx.chemical:MNXM233,-5,5.7417432489839,,1,Du 2018
carbamoyl phosphate,metanetx.chemical:MNXM138,-1,1.09284504399112,3,1,Du 2018
carbamoyl phosphate,metanetx.chemical:MNXM138,-2,2.10262744192409,2,1,Du 2018
CDP,metanetx.chemical:MNXM220,-1,-0.405742641274525,14,1,Du 2018
CDP,metanetx.chemical:MNXM220,-4,5.21200877136531,11,1,Du 2018
"CDP-3,6-dideoxyD-glucose",metanetx.chemical:MNXM3233,-2,0.219277779844106,23,1,Du 2018
"CDP-3,6-dideoxyD-glucose",metanetx.chemical:MNXM3233,-3,1.32505358507308,22,1,Du 2018
"CDP-3,6-dideoxy-D-mannose",metanetx.chemical:MNXM723046,-2,0.670924621286212,23,1,Du 2018
"CDP-3,6-dideoxy-D-mannose",metanetx.chemical:MNXM723046,-3,1.34292341873562,22,1,Du 2018
CDPcholine,metanetx.chemical:MNXM283,-1,0.102332349923422,25,1,Du 2018
CDPcholine,metanetx.chemical:MNXM283,-2,0.937437937169037,24,1,Du 2018
CDPethanolamine,metanetx.chemical:MNXM449,-1,0.147003281254911,19,1,Du 2018
CDPethanolamine,metanetx.chemical:MNXM449,-2,1.44234816452663,18,1,Du 2018
CDPethanolamine,metanetx.chemical:MNXM449,-3,2.32288595035875,17,1,Du 2018
CDPglucose,metanetx.chemical:MNXM1729,-2,0.623293717137537,23,1,Du 2018
CDPglucose,metanetx.chemical:MNXM1729,-3,1.67559436813766,22,1,Du 2018
CDPglucose,metanetx.chemical:MNXM1729,-4,3.0136763414728,21,1,Du 2018
cefamandole,metanetx.chemical:MNXM94615,-2,1.13008748124674,16,1,Du 2018
cefamandole,metanetx.chemical:MNXM94615,-3,1.61984470800136,15,1,Du 2018
cefamandole,metanetx.chemical:MNXM94615,-1,-0.396843752626045,17,1,Du 2018
cephalexin,metanetx.chemical:MNXM45943,0,-1.12376668838829,17,1,Du 2018
cephalexin,metanetx.chemical:MNXM45943,-2,1.65405971618438,15,1,Du 2018
cephalexin,metanetx.chemical:MNXM45943,-3,2.17608512721753,,1,Du 2018
cephalexin,metanetx.chemical:MNXM45943,-1,0.269919009269985,16,1,Du 2018
cephaloridine,metanetx.chemical:MNXM45946,0,-1.09426244184831,17,1,Du 2018
cephaloridine,metanetx.chemical:MNXM45946,-2,1.37232035510297,,1,Du 2018
cephalothin,metanetx.chemical:MNXM16613,-3,1.92480175700881,,1,Du 2018
cephalothin,metanetx.chemical:MNXM16613,-1,-0.503613456491211,15,1,Du 2018
chorismate,metanetx.chemical:MNXM337,-1,0.401050608038282,9,1,Du 2018
chorismate,metanetx.chemical:MNXM337,-2,2.21714010452236,8,1,Du 2018
cis-4-hydroxy-D-proline,metanetx.chemical:MNXM2813,0,-0.467053074950383,9,1,Du 2018
cis-4-hydroxy-D-proline,metanetx.chemical:MNXM2813,-1,0.908031769555347,8,1,Du 2018
cis-aconitate,metanetx.chemical:MNXM813,-1,0.001658578072846,5,1,Du 2018
cis-aconitate,metanetx.chemical:MNXM813,-2,1.73684298559974,4,1,Du 2018
cis-aconitate,metanetx.chemical:MNXM813,-3,3.7664938841004,3,1,Du 2018
cis-cis-hexadienedioate,metanetx.chemical:MNXM1144,-1,-0.286610293315316,5,1,Du 2018
cis-cis-hexadienedioate,metanetx.chemical:MNXM1144,-2,1.47940683913276,4,1,Du 2018
cis-trans-hexadienedioate,metanetx.chemical:MNXM46896,-1,-0.302312244467748,5,1,Du 2018
cis-trans-hexadienedioate,metanetx.chemical:MNXM46896,-2,1.45466687526744,4,1,Du 2018
CMP,metanetx.chemical:MNXM31,-1,-0.318788740325294,13,1,Du 2018
CMP,metanetx.chemical:MNXM31,-3,2.99407524840663,11,1,Du 2018
CoA,metanetx.chemical:MNXM12,1,-3.46203806450244,37,1,Du 2018
CoA,metanetx.chemical:MNXM12,0,-2.19600153841142,36,1,Du 2018
CoA,metanetx.chemical:MNXM12,-1,-0.647053926884332,35,1,Du 2018
CoA,metanetx.chemical:MNXM12,-2,0.293682428000371,34,1,Du 2018
CoA,metanetx.chemical:MNXM12,-3,2.77194618860465,33,1,Du 2018
CoA,metanetx.chemical:MNXM12,-4,3.8123087179927,32,1,Du 2018
CoA,metanetx.chemical:MNXM12,-5,5.3937241487286,,1,Du 2018
CoA-glutathione,metanetx.chemical:MNXM2222,1,-3.40127162881402,52,1,Du 2018
CoA-glutathione,metanetx.chemical:MNXM2222,0,-1.63754886736464,51,1,Du 2018
CoA-glutathione,metanetx.chemical:MNXM2222,-1,-0.349200828782654,50,1,Du 2018
CoA-glutathione,metanetx.chemical:MNXM2222,-2,0.95711764745971,49,1,Du 2018
CoA-glutathione,metanetx.chemical:MNXM2222,-3,2.23182542164542,48,1,Du 2018
CoA-glutathione,metanetx.chemical:MNXM2222,-4,4.11000294308405,47,1,Du 2018
CoA-glutathione,metanetx.chemical:MNXM2222,-5,6.03928282342498,46,1,Du 2018
CoA-glutathione,metanetx.chemical:MNXM2222,-6,7.68970838671527,,1,Du 2018
Coenzyme F420,metanetx.chemical:MNXM372,-1,1.81035722667323,35,1,Du 2018
Coenzyme F420,metanetx.chemical:MNXM372,-2,3.29438431848566,34,1,Du 2018
Coenzyme F420,metanetx.chemical:MNXM372,-3,4.29345078795503,33,1,Du 2018
Coenzyme F420,metanetx.chemical:MNXM372,-4,6.27419065527402,32,1,Du 2018
Coenzyme F420,metanetx.chemical:MNXM372,-5,7.93292568819974,31,1,Du 2018
Coenzyme F420,metanetx.chemical:MNXM372,-6,9.25618100018478,30,1,Du 2018
Coenzyme F420,metanetx.chemical:MNXM372,-7,11.7271975090322,,1,Du 2018
creatine,metanetx.chemical:MNXM400,0,-0.381588252346378,9,1,Du 2018
creatine,metanetx.chemical:MNXM400,-1,0.701066884671313,8,1,Du 2018
CTP,metanetx.chemical:MNXM63,-1,0.89171177543212,15,1,Du 2018
CTP,metanetx.chemical:MNXM63,-2,1.63044989856025,14,1,Du 2018
CTP,metanetx.chemical:MNXM63,-5,7.18729770055432,11,1,Du 2018
"cyclohexa-1,5-diene-1-carboxyl-CoA",metanetx.chemical:MNXM1657,1,-3.45220741680206,43,1,Du 2018
"cyclohexa-1,5-diene-1-carboxyl-CoA",metanetx.chemical:MNXM1657,0,-2.20322517206551,42,1,Du 2018
"cyclohexa-1,5-diene-1-carboxyl-CoA",metanetx.chemical:MNXM1657,-1,-0.550980864170115,41,1,Du 2018
"cyclohexa-1,5-diene-1-carboxyl-CoA",metanetx.chemical:MNXM1657,-2,0.32844873253051,40,1,Du 2018
"cyclohexa-1,5-diene-1-carboxyl-CoA",metanetx.chemical:MNXM1657,-3,2.84615643415715,39,1,Du 2018
"cyclohexa-1,5-diene-1-carboxyl-CoA",metanetx.chemical:MNXM1657,-4,3.78986279024549,38,1,Du 2018
"cyclohexa-1,5-diene-1-carboxyl-CoA",metanetx.chemical:MNXM1657,-5,4.99201873278974,,1,Du 2018
cystine,metanetx.chemical:MNXM927,1,-3.05541056852877,13,1,Du 2018
cystine,metanetx.chemical:MNXM927,0,-1.51808198672302,12,1,Du 2018
cystine,metanetx.chemical:MNXM927,-1,-0.311540813600001,11,1,Du 2018
cystine,metanetx.chemical:MNXM927,-2,1.13221055082748,10,1,Du 2018
D(-)--aminophenylacetic acid,metanetx.chemical:MNXM59292,0,-0.498758413267923,9,1,Du 2018
D(-)--aminophenylacetic acid,metanetx.chemical:MNXM59292,-1,0.883369310756753,8,1,Du 2018
D-(4-hydroxyphenyl)glycine,metanetx.chemical:MNXM4544,0,-0.588678048658893,9,1,Du 2018
D-(4-hydroxyphenyl)glycine,metanetx.chemical:MNXM4544,-1,0.757131715875672,8,1,Du 2018
D-(4-hydroxyphenyl)glycine,metanetx.chemical:MNXM4544,-2,1.93639210031616,7,1,Du 2018
D-1-piperidine-2-carboxylate,metanetx.chemical:MNXM911,0,-0.101990558009581,9,1,Du 2018
D-1-piperidine-2-carboxylate,metanetx.chemical:MNXM911,-1,1.15971751313226,,1,Du 2018
D-1-pyrroline-2-carboxylate,metanetx.chemical:MNXM957,0,-0.125779330370296,7,1,Du 2018
D-1-pyrroline-2-carboxylate,metanetx.chemical:MNXM957,-1,1.19215157790744,,1,Du 2018
D-1-pyrroline-5-carboxylate,metanetx.chemical:MNXM4196,0,-0.467417478645346,7,1,Du 2018
D-1-pyrroline-5-carboxylate,metanetx.chemical:MNXM4196,-1,0.877755353051802,6,1,Du 2018
dADP,metanetx.chemical:MNXM374,-1,0.277049235477969,14,1,Du 2018
dADP,metanetx.chemical:MNXM374,-2,2.0930069299326,13,1,Du 2018
dADP,metanetx.chemical:MNXM374,-3,4.62191086471029,12,1,Du 2018
D-alanine,metanetx.chemical:MNXM156,0,-0.759767527122173,7,1,Du 2018
D-alanine,metanetx.chemical:MNXM156,-1,0.627453898001915,6,1,Du 2018
D-amino-n-butyrate,metanetx.chemical:MNXM155019,0,-0.628500528206888,9,1,Du 2018
D-amino-n-butyrate,metanetx.chemical:MNXM155019,-1,0.676292710949373,8,1,Du 2018
dAMP,metanetx.chemical:MNXM432,0,-0.966422253567874,14,1,Du 2018
dAMP,metanetx.chemical:MNXM432,-1,0.314785943508403,13,1,Du 2018
dAMP,metanetx.chemical:MNXM432,-2,2.53670663445166,12,1,Du 2018
D-arabino-3-hexulose 6-phosphate,metanetx.chemical:MNXM1659,-1,-0.886710776107962,12,1,Du 2018
D-arabino-3-hexulose 6-phosphate,metanetx.chemical:MNXM1659,-2,1.43626074798598,11,1,Du 2018
D-arabino-3-hexulose 6-phosphate,metanetx.chemical:MNXM1659,-3,2.69793254004115,10,1,Du 2018
D-arabino-3-hexulose 6-phosphate,metanetx.chemical:MNXM1659,-4,4.01985054096096,9,1,Du 2018
D-arabinose 5-phosphate,metanetx.chemical:MNXM43802,-1,-0.67235654174944,10,1,Du 2018
D-arabinose 5-phosphate,metanetx.chemical:MNXM43802,-2,1.71016638018269,9,1,Du 2018
D-arabinose 5-phosphate,metanetx.chemical:MNXM43802,-3,2.84874725193712,8,1,Du 2018
D-arabinose 5-phosphate,metanetx.chemical:MNXM43802,-4,4.20551382695171,7,1,Du 2018
dATP,metanetx.chemical:MNXM286,0,-0.482769300283817,16,1,Du 2018
dATP,metanetx.chemical:MNXM286,-1,1.14721615678684,15,1,Du 2018
dATP,metanetx.chemical:MNXM286,-2,2.5733848096198,14,1,Du 2018
dATP,metanetx.chemical:MNXM286,-3,3.44813835416698,13,1,Du 2018
dATP,metanetx.chemical:MNXM286,-4,6.08817108253871,12,1,Du 2018
D-carnitine,metanetx.chemical:MNXM246,0,-0.933857056421324,15,1,Du 2018
dCDP,metanetx.chemical:MNXM411,-1,-0.25471231480837,14,1,Du 2018
dCDP,metanetx.chemical:MNXM411,-2,1.48930914671159,13,1,Du 2018
dCDP,metanetx.chemical:MNXM411,-3,4.17949146068699,12,1,Du 2018
dCTP,metanetx.chemical:MNXM360,-1,1.03998614072158,15,1,Du 2018
dCTP,metanetx.chemical:MNXM360,-2,1.83985256016405,14,1,Du 2018
dCTP,metanetx.chemical:MNXM360,-3,3.35877498363886,13,1,Du 2018
dCTP,metanetx.chemical:MNXM360,-4,5.8524863072112,12,1,Du 2018
D-erythrose 4-phospahte,metanetx.chemical:MNXM258,-1,-0.884941575278094,8,1,Du 2018
D-erythrose 4-phospahte,metanetx.chemical:MNXM258,-2,1.40677346289019,7,1,Du 2018
D-erythrose 4-phospahte,metanetx.chemical:MNXM258,-3,2.69301625044527,6,1,Du 2018
"D-fructose 1,6-bisphosphate",metanetx.chemical:MNXM40991,-1,-0.595371019325138,13,1,Du 2018
"D-fructose 1,6-bisphosphate",metanetx.chemical:MNXM40991,-2,0.50195189904256,12,1,Du 2018
"D-fructose 1,6-bisphosphate",metanetx.chemical:MNXM40991,-5,6.99976233029913,9,1,Du 2018
"D-fructose 1,6-bisphosphate",metanetx.chemical:MNXM40991,-6,8.2077407747266,8,1,Du 2018
D-fructose 1-phosphate,metanetx.chemical:MNXM90464,-1,-0.416211556680397,12,1,Du 2018
D-fructose 1-phosphate,metanetx.chemical:MNXM90464,-2,1.96431794708261,11,1,Du 2018
D-fructose 1-phosphate,metanetx.chemical:MNXM90464,-3,3.20245948511431,10,1,Du 2018
D-fructose 1-phosphate,metanetx.chemical:MNXM90464,-4,4.40814336391595,9,1,Du 2018
D-fructose 6-phosphate,metanetx.chemical:MNXM162235,-1,-0.400119647039391,12,1,Du 2018
D-fructose 6-phosphate,metanetx.chemical:MNXM162235,-3,3.145165929364,10,1,Du 2018
D-fructose 6-phosphate,metanetx.chemical:MNXM162235,-4,4.48962484720581,9,1,Du 2018
D-fructuronate,metanetx.chemical:MNXM1660,-1,0.470372531420843,9,1,Du 2018
D-fructuronate,metanetx.chemical:MNXM1660,-2,1.54501389786338,8,1,Du 2018
D-fructuronate,metanetx.chemical:MNXM1660,-3,2.67119433252526,7,1,Du 2018
D-galactose 1-phosphate,metanetx.chemical:MNXM17079,-1,-0.640864965310183,12,1,Du 2018
D-galactose 1-phosphate,metanetx.chemical:MNXM17079,-2,1.73159096372712,11,1,Du 2018
D-galactose 1-phosphate,metanetx.chemical:MNXM17079,-3,2.89615928127026,10,1,Du 2018
D-galactose 6-phosphate,metanetx.chemical:MNXM1735,-1,-0.799062576347573,12,1,Du 2018
D-galactose 6-phosphate,metanetx.chemical:MNXM1735,-2,1.50951264943149,11,1,Du 2018
D-galactose 6-phosphate,metanetx.chemical:MNXM1735,-3,2.88738983672102,10,1,Du 2018
D-galactose 6-phosphate,metanetx.chemical:MNXM1735,-4,4.11052567456354,9,1,Du 2018
D-galacturonate,metanetx.chemical:MNXM11275,-1,0.387806779449856,9,1,Du 2018
D-galacturonate,metanetx.chemical:MNXM11275,-2,1.44542571910001,8,1,Du 2018
D-galacturonate,metanetx.chemical:MNXM11275,-3,2.82124196311283,7,1,Du 2018
dGDP,metanetx.chemical:MNXM436,-1,0.08456989167133,14,1,Du 2018
dGDP,metanetx.chemical:MNXM436,-2,1.95170607809831,13,1,Du 2018
dGDP,metanetx.chemical:MNXM436,-3,4.52035769187727,12,1,Du 2018
dGDP,metanetx.chemical:MNXM436,-4,6.43868888110557,11,1,Du 2018
D-gluconate,metanetx.chemical:MNXM341,-2,0.957853767043748,10,1,Du 2018
"D-glucono-1,5-lactone 6-phosphate",metanetx.chemical:MNXM429,-1,-0.596193133096452,10,1,Du 2018
"D-glucono-1,5-lactone 6-phosphate",metanetx.chemical:MNXM429,-2,1.63068681677175,9,1,Du 2018
"D-glucono-1,5-lactone 6-phosphate",metanetx.chemical:MNXM429,-3,3.12369981343211,8,1,Du 2018
D-glucosamine 1-phosphate,metanetx.chemical:MNXM969,0,-1.47271280237314,14,1,Du 2018
D-glucosamine 1-phosphate,metanetx.chemical:MNXM969,-1,0.732255936657395,13,1,Du 2018
D-glucosamine 1-phosphate,metanetx.chemical:MNXM969,-2,1.95227204550527,12,1,Du 2018
D-glucosamine 1-phosphate,metanetx.chemical:MNXM969,-3,3.33371974209262,11,1,Du 2018
D-glucosamine 6-phosphate,metanetx.chemical:MNXM370,0,-1.58472647017388,14,1,Du 2018
D-glucosamine 6-phosphate,metanetx.chemical:MNXM370,-1,0.261637167077206,13,1,Du 2018
D-glucosamine 6-phosphate,metanetx.chemical:MNXM370,-2,1.65766240117589,12,1,Du 2018
D-glucosamine 6-phosphate,metanetx.chemical:MNXM370,-3,2.8595904274256,11,1,Du 2018
D-glucosamine 6-phosphate,metanetx.chemical:MNXM370,-4,4.17742926596672,10,1,Du 2018
"D-glucose 1,6-diphosphate",metanetx.chemical:MNXM1723,-1,-0.90329928037939,13,1,Du 2018
"D-glucose 1,6-diphosphate",metanetx.chemical:MNXM1723,-2,0.093470566372635,12,1,Du 2018
"D-glucose 1,6-diphosphate",metanetx.chemical:MNXM1723,-3,2.56245172502393,11,1,Du 2018
"D-glucose 1,6-diphosphate",metanetx.chemical:MNXM1723,-4,5.24072811848322,10,1,Du 2018
"D-glucose 1,6-diphosphate",metanetx.chemical:MNXM1723,-5,6.64594117838453,9,1,Du 2018
D-glucose 6-phosphate,metanetx.chemical:MNXM160,-1,-0.693310158899906,12,1,Du 2018
D-glucose 6-phosphate,metanetx.chemical:MNXM160,-3,2.89840169578169,10,1,Du 2018
D-glucose 6-phosphate,metanetx.chemical:MNXM160,-4,3.83128142382054,9,1,Du 2018
D-glucuronate,metanetx.chemical:MNXM15881,-2,1.48261809338815,8,1,Du 2018
D-glucuronate,metanetx.chemical:MNXM15881,-3,2.51665763522232,7,1,Du 2018
